Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_Parsed,Year,Month,HomeTeam_encoded,AwayTeam_encoded,TotalGoals,GoalDifference,HomeAdvantage,Over2_5,Over1_5,Over3_5,BTTS,FTR_encoded
2005-2006,29/04/06,Middlesbrough,Everton,0,1,A,06-04-29,6,4,22,14,1,-1,0,0,0,0,0,2
2005-2006,29/04/06,Wigan,Portsmouth,1,2,A,06-04-29,6,4,37,25,3,-1,0,1,1,0,1,2
2005-2006,30/04/06,Tottenham,Bolton,1,0,H,06-04-30,6,4,33,5,1,1,1,0,0,0,0,0
2006-2007,19/08/06,Arsenal,Aston Villa,1,1,D,06-08-19,6,8,0,1,2,0,0,0,1,0,1,1
2006-2007,19/08/06,Bolton,Tottenham,2,0,H,06-08-19,6,8,5,33,2,2,1,0,1,0,0,0
2006-2007,19/08/06,Everton,Watford,2,1,H,06-08-19,6,8,14,34,3,1,1,1,1,0,1,0
2006-2007,19/08/06,Newcastle,Wigan,2,1,H,06-08-19,6,8,23,37,3,1,1,1,1,0,1,0
2006-2007,19/08/06,Portsmouth,Blackburn,3,0,H,06-08-19,6,8,25,3,3,3,1,1,1,0,0,0
2006-2007,19/08/06,Reading,Middlesbrough,3,2,H,06-08-19,6,8,27,22,5,1,1,1,1,1,1,0
2006-2007,19/08/06,Sheffield United,Liverpool,1,1,D,06-08-19,6,8,28,19,2,0,0,0,1,0,1,1
2006-2007,19/08/06,West Ham,Charlton,3,1,H,06-08-19,6,8,36,10,4,2,1,1,1,1,1,0
2006-2007,20/08/06,Chelsea,Man City,3,0,H,06-08-20,6,8,11,20,3,3,1,1,1,0,0,0
2006-2007,20/08/06,Man United,Fulham,5,1,H,06-08-20,6,8,21,15,6,4,1,1,1,1,1,0
2006-2007,22/08/06,Tottenham,Sheffield United,2,0,H,06-08-22,6,8,33,28,2,2,1,0,1,0,0,0
2006-2007,22/08/06,Watford,West Ham,1,1,D,06-08-22,6,8,34,36,2,0,0,0,1,0,1,1
2006-2007,23/08/06,Aston Villa,Reading,2,1,H,06-08-23,6,8,1,27,3,1,1,1,1,0,1,0
2006-2007,23/08/06,Blackburn,Everton,1,1,D,06-08-23,6,8,3,14,2,0,0,0,1,0,1,1
2006-2007,23/08/06,Charlton,Man United,0,3,A,06-08-23,6,8,10,21,3,-3,0,1,1,0,0,2
2006-2007,23/08/06,Fulham,Bolton,1,1,D,06-08-23,6,8,15,5,2,0,0,0,1,0,1,1
2006-2007,23/08/06,Man City,Portsmouth,0,0,D,06-08-23,6,8,20,25,0,0,0,0,0,0,0,1
2006-2007,23/08/06,Middlesbrough,Chelsea,2,1,H,06-08-23,6,8,22,11,3,1,1,1,1,0,1,0
2006-2007,26/08/06,Charlton,Bolton,2,0,H,06-08-26,6,8,10,5,2,2,1,0,1,0,0,0
2006-2007,26/08/06,Fulham,Sheffield United,1,0,H,06-08-26,6,8,15,28,1,1,1,0,0,0,0,0
2006-2007,26/08/06,Liverpool,West Ham,2,1,H,06-08-26,6,8,19,36,3,1,1,1,1,0,1,0
2006-2007,26/08/06,Man City,Arsenal,1,0,H,06-08-26,6,8,20,0,1,1,1,0,0,0,0,0
2006-2007,26/08/06,Tottenham,Everton,0,2,A,06-08-26,6,8,33,14,2,-2,0,0,1,0,0,2
2006-2007,26/08/06,Watford,Man United,1,2,A,06-08-26,6,8,34,21,3,-1,0,1,1,0,1,2
2006-2007,26/08/06,Wigan,Reading,1,0,H,06-08-26,6,8,37,27,1,1,1,0,0,0,0,0
2006-2007,27/08/06,Aston Villa,Newcastle,2,0,H,06-08-27,6,8,1,23,2,2,1,0,1,0,0,0
2006-2007,27/08/06,Blackburn,Chelsea,0,2,A,06-08-27,6,8,3,11,2,-2,0,0,1,0,0,2
2006-2007,28/08/06,Middlesbrough,Portsmouth,0,4,A,06-08-28,6,8,22,25,4,-4,0,1,1,1,0,2
2006-2007,16/09/06,Bolton,Middlesbrough,0,0,D,06-09-16,6,9,5,22,0,0,0,0,0,0,0,1
2006-2007,16/09/06,Charlton,Portsmouth,0,1,A,06-09-16,6,9,10,25,1,-1,0,0,0,0,0,2
2006-2007,16/09/06,Everton,Wigan,2,2,D,06-09-16,6,9,14,37,4,0,0,1,1,1,1,1
2006-2007,16/09/06,Sheffield United,Reading,1,2,A,06-09-16,6,9,28,27,3,-1,0,1,1,0,1,2
2006-2007,16/09/06,Watford,Aston Villa,0,0,D,06-09-16,6,9,34,1,0,0,0,0,0,0,0,1
2006-2007,17/09/06,Blackburn,Man City,4,2,H,06-09-17,6,9,3,20,6,2,1,1,1,1,1,0
2006-2007,17/09/06,Chelsea,Liverpool,1,0,H,06-09-17,6,9,11,19,1,1,1,0,0,0,0,0
2006-2007,17/09/06,Man United,Arsenal,0,1,A,06-09-17,6,9,21,0,1,-1,0,0,0,0,0,2
2006-2007,17/09/06,Tottenham,Fulham,0,0,D,06-09-17,6,9,33,15,0,0,0,0,0,0,0,1
2006-2007,17/09/06,West Ham,Newcastle,0,2,A,06-09-17,6,9,36,23,2,-2,0,0,1,0,0,2
2006-2007,20/09/06,Liverpool,Newcastle,2,0,H,06-09-20,6,9,19,23,2,2,1,0,1,0,0,0
2006-2007,23/09/06,Arsenal,Sheffield United,3,0,H,06-09-23,6,9,0,28,3,3,1,1,1,0,0,0
2006-2007,23/09/06,Aston Villa,Charlton,2,0,H,06-09-23,6,9,1,10,2,2,1,0,1,0,0,0
2006-2007,23/09/06,Fulham,Chelsea,0,2,A,06-09-23,6,9,15,11,2,-2,0,0,1,0,0,2
2006-2007,23/09/06,Liverpool,Tottenham,3,0,H,06-09-23,6,9,19,33,3,3,1,1,1,0,0,0
2006-2007,23/09/06,Man City,West Ham,2,0,H,06-09-23,6,9,20,36,2,2,1,0,1,0,0,0
2006-2007,23/09/06,Middlesbrough,Blackburn,0,1,A,06-09-23,6,9,22,3,1,-1,0,0,0,0,0,2
2006-2007,23/09/06,Reading,Man United,1,1,D,06-09-23,6,9,27,21,2,0,0,0,1,0,1,1
2006-2007,23/09/06,Wigan,Watford,1,1,D,06-09-23,6,9,37,34,2,0,0,0,1,0,1,1
2006-2007,24/09/06,Newcastle,Everton,1,1,D,06-09-24,6,9,23,14,2,0,0,0,1,0,1,1
2006-2007,25/09/06,Portsmouth,Bolton,0,1,A,06-09-25,6,9,25,5,1,-1,0,0,0,0,0,2
2006-2007,30/09/06,Bolton,Liverpool,2,0,H,06-09-30,6,9,5,19,2,2,1,0,1,0,0,0
2006-2007,30/09/06,Charlton,Arsenal,1,2,A,06-09-30,6,9,10,0,3,-1,0,1,1,0,1,2
2006-2007,30/09/06,Chelsea,Aston Villa,1,1,D,06-09-30,6,9,11,1,2,0,0,0,1,0,1,1
2006-2007,30/09/06,Everton,Man City,1,1,D,06-09-30,6,9,14,20,2,0,0,0,1,0,1,1
2006-2007,30/09/06,Sheffield United,Middlesbrough,2,1,H,06-09-30,6,9,28,22,3,1,1,1,1,0,1,0
2006-2007,14/10/06,Arsenal,Watford,3,0,H,06-10-14,6,10,0,34,3,3,1,1,1,0,0,0
2006-2007,14/10/06,Aston Villa,Tottenham,1,1,D,06-10-14,6,10,1,33,2,0,0,0,1,0,1,1
2006-2007,14/10/06,Liverpool,Blackburn,1,1,D,06-10-14,6,10,19,3,2,0,0,0,1,0,1,1
2006-2007,14/10/06,Man City,Sheffield United,0,0,D,06-10-14,6,10,20,28,0,0,0,0,0,0,0,1
2006-2007,14/10/06,Middlesbrough,Everton,2,1,H,06-10-14,6,10,22,14,3,1,1,1,1,0,1,0
2006-2007,14/10/06,Portsmouth,West Ham,2,0,H,06-10-14,6,10,25,36,2,2,1,0,1,0,0,0
2006-2007,14/10/06,Reading,Chelsea,0,1,A,06-10-14,6,10,27,11,1,-1,0,0,0,0,0,2
2006-2007,14/10/06,Wigan,Man United,1,3,A,06-10-14,6,10,37,21,4,-2,0,1,1,1,1,2
2006-2007,15/10/06,Newcastle,Bolton,1,2,A,06-10-15,6,10,23,5,3,-1,0,1,1,0,1,2
2006-2007,16/10/06,Fulham,Charlton,2,1,H,06-10-16,6,10,15,10,3,1,1,1,1,0,1,0
2006-2007,21/10/06,Aston Villa,Fulham,1,1,D,06-10-21,6,10,1,15,2,0,0,0,1,0,1,1
2006-2007,21/10/06,Charlton,Watford,0,0,D,06-10-21,6,10,10,34,0,0,0,0,0,0,0,1
2006-2007,21/10/06,Chelsea,Portsmouth,2,1,H,06-10-21,6,10,11,25,3,1,1,1,1,0,1,0
2006-2007,21/10/06,Everton,Sheffield United,2,0,H,06-10-21,6,10,14,28,2,2,1,0,1,0,0,0
2006-2007,21/10/06,Wigan,Man City,4,0,H,06-10-21,6,10,37,20,4,4,1,1,1,1,0,0
2006-2007,22/10/06,Blackburn,Bolton,0,1,A,06-10-22,6,10,3,5,1,-1,0,0,0,0,0,2
2006-2007,22/10/06,Man United,Liverpool,2,0,H,06-10-22,6,10,21,19,2,2,1,0,1,0,0,0
2006-2007,22/10/06,Middlesbrough,Newcastle,1,0,H,06-10-22,6,10,22,23,1,1,1,0,0,0,0,0
2006-2007,22/10/06,Reading,Arsenal,0,4,A,06-10-22,6,10,27,0,4,-4,0,1,1,1,0,2
2006-2007,22/10/06,Tottenham,West Ham,1,0,H,06-10-22,6,10,33,36,1,1,1,0,0,0,0,0
2006-2007,28/10/06,Arsenal,Everton,1,1,D,06-10-28,6,10,0,14,2,0,0,0,1,0,1,1
2006-2007,28/10/06,Bolton,Man United,0,4,A,06-10-28,6,10,5,21,4,-4,0,1,1,1,0,2
2006-2007,28/10/06,Fulham,Wigan,0,1,A,06-10-28,6,10,15,37,1,-1,0,0,0,0,0,2
2006-2007,28/10/06,Liverpool,Aston Villa,3,1,H,06-10-28,6,10,19,1,4,2,1,1,1,1,1,0
2006-2007,28/10/06,Newcastle,Charlton,0,0,D,06-10-28,6,10,23,10,0,0,0,0,0,0,0,1
2006-2007,28/10/06,Portsmouth,Reading,3,1,H,06-10-28,6,10,25,27,4,2,1,1,1,1,1,0
2006-2007,28/10/06,Sheffield United,Chelsea,0,2,A,06-10-28,6,10,28,11,2,-2,0,0,1,0,0,2
2006-2007,28/10/06,Watford,Tottenham,0,0,D,06-10-28,6,10,34,33,0,0,0,0,0,0,0,1
2006-2007,29/10/06,West Ham,Blackburn,2,1,H,06-10-29,6,10,36,3,3,1,1,1,1,0,1,0
2006-2007,30/10/06,Man City,Middlesbrough,1,0,H,06-10-30,6,10,20,22,1,1,1,0,0,0,0,0
2006-2007,18/11/06,Arsenal,Newcastle,1,1,D,06-11-18,6,11,0,23,2,0,0,0,1,0,1,1
2006-2007,18/11/06,Chelsea,West Ham,1,0,H,06-11-18,6,11,11,36,1,1,1,0,0,0,0,0
2006-2007,18/11/06,Everton,Bolton,1,0,H,06-11-18,6,11,14,5,1,1,1,0,0,0,0,0
2006-2007,18/11/06,Man City,Fulham,3,1,H,06-11-18,6,11,20,15,4,2,1,1,1,1,1,0
2006-2007,18/11/06,Middlesbrough,Liverpool,0,0,D,06-11-18,6,11,22,19,0,0,0,0,0,0,0,1
2006-2007,18/11/06,Portsmouth,Watford,2,1,H,06-11-18,6,11,25,34,3,1,1,1,1,0,1,0
2006-2007,18/11/06,Reading,Charlton,2,0,H,06-11-18,6,11,27,10,2,2,1,0,1,0,0,0
2006-2007,18/11/06,Sheffield United,Man United,1,2,A,06-11-18,6,11,28,21,3,-1,0,1,1,0,1,2
2006-2007,19/11/06,Blackburn,Tottenham,1,1,D,06-11-19,6,11,3,33,2,0,0,0,1,0,1,1
2006-2007,19/11/06,Wigan,Aston Villa,0,0,D,06-11-19,6,11,37,1,0,0,0,0,0,0,0,1
2006-2007,25/11/06,Aston Villa,Middlesbrough,1,1,D,06-11-25,6,11,1,22,2,0,0,0,1,0,1,1
2006-2007,25/11/06,Bolton,Arsenal,3,1,H,06-11-25,6,11,5,0,4,2,1,1,1,1,1,0
2006-2007,25/11/06,Charlton,Everton,1,1,D,06-11-25,6,11,10,14,2,0,0,0,1,0,1,1
2006-2007,25/11/06,Fulham,Reading,0,1,A,06-11-25,6,11,15,27,1,-1,0,0,0,0,0,2
2006-2007,25/11/06,Liverpool,Man City,1,0,H,06-11-25,6,11,19,20,1,1,1,0,0,0,0,0
2006-2007,25/11/06,West Ham,Sheffield United,1,0,H,06-11-25,6,11,36,28,1,1,1,0,0,0,0,0
2006-2007,26/11/06,Man United,Chelsea,1,1,D,06-11-26,6,11,21,11,2,0,0,0,1,0,1,1
2006-2007,26/11/06,Newcastle,Portsmouth,1,0,H,06-11-26,6,11,23,25,1,1,1,0,0,0,0,0
2006-2007,26/11/06,Tottenham,Wigan,3,1,H,06-11-26,6,11,33,37,4,2,1,1,1,1,1,0
2006-2007,28/11/06,Watford,Sheffield United,0,1,A,06-11-28,6,11,34,28,1,-1,0,0,0,0,0,2
2006-2007,29/11/06,Aston Villa,Man City,1,3,A,06-11-29,6,11,1,20,4,-2,0,1,1,1,1,2
2006-2007,29/11/06,Bolton,Chelsea,0,1,A,06-11-29,6,11,5,11,1,-1,0,0,0,0,0,2
2006-2007,29/11/06,Fulham,Arsenal,2,1,H,06-11-29,6,11,15,0,3,1,1,1,1,0,1,0
2006-2007,29/11/06,Liverpool,Portsmouth,0,0,D,06-11-29,6,11,19,25,0,0,0,0,0,0,0,1
2006-2007,29/11/06,Man United,Everton,3,0,H,06-11-29,6,11,21,14,3,3,1,1,1,0,0,0
2006-2007,13/12/06,Chelsea,Newcastle,1,0,H,06-12-13,6,12,11,23,1,1,1,0,0,0,0,0
2006-2007,13/12/06,Wigan,Arsenal,0,1,A,06-12-13,6,12,37,0,1,-1,0,0,0,0,0,2
2006-2007,16/12/06,Arsenal,Portsmouth,2,2,D,06-12-16,6,12,0,25,4,0,0,1,1,1,1,1
2006-2007,16/12/06,Aston Villa,Bolton,0,1,A,06-12-16,6,12,1,5,1,-1,0,0,0,0,0,2
2006-2007,16/12/06,Charlton,Liverpool,0,3,A,06-12-16,6,12,10,19,3,-3,0,1,1,0,0,2
2006-2007,16/12/06,Newcastle,Watford,2,1,H,06-12-16,6,12,23,34,3,1,1,1,1,0,1,0
2006-2007,16/12/06,Reading,Blackburn,1,2,A,06-12-16,6,12,27,3,3,-1,0,1,1,0,1,2
2006-2007,16/12/06,Wigan,Sheffield United,0,1,A,06-12-16,6,12,37,28,1,-1,0,0,0,0,0,2
2006-2007,17/12/06,Everton,Chelsea,2,3,A,06-12-17,6,12,14,11,5,-1,0,1,1,1,1,2
2006-2007,17/12/06,Man City,Tottenham,1,2,A,06-12-17,6,12,20,33,3,-1,0,1,1,0,1,2
2006-2007,17/12/06,West Ham,Man United,1,0,H,06-12-17,6,12,36,21,1,1,1,0,0,0,0,0
2006-2007,18/12/06,Fulham,Middlesbrough,2,1,H,06-12-18,6,12,15,22,3,1,1,1,1,0,1,0
2006-2007,23/12/06,Arsenal,Blackburn,6,2,H,06-12-23,6,12,0,3,8,4,1,1,1,1,1,0
2006-2007,23/12/06,Aston Villa,Man United,0,3,A,06-12-23,6,12,1,21,3,-3,0,1,1,0,0,2
2006-2007,23/12/06,Fulham,West Ham,0,0,D,06-12-23,6,12,15,36,0,0,0,0,0,0,0,1
2006-2007,23/12/06,Liverpool,Watford,2,0,H,06-12-23,6,12,19,34,2,2,1,0,1,0,0,0
2006-2007,23/12/06,Man City,Bolton,0,2,A,06-12-23,6,12,20,5,2,-2,0,0,1,0,0,2
2006-2007,23/12/06,Middlesbrough,Charlton,2,0,H,06-12-23,6,12,22,10,2,2,1,0,1,0,0,0
2006-2007,23/12/06,Newcastle,Tottenham,3,1,H,06-12-23,6,12,23,33,4,2,1,1,1,1,1,0
2006-2007,23/12/06,Portsmouth,Sheffield United,3,1,H,06-12-23,6,12,25,28,4,2,1,1,1,1,1,0
2006-2007,23/12/06,Reading,Everton,0,2,A,06-12-23,6,12,27,14,2,-2,0,0,1,0,0,2
2006-2007,23/12/06,Wigan,Chelsea,2,3,A,06-12-23,6,12,37,11,5,-1,0,1,1,1,1,2
2006-2007,26/12/06,Blackburn,Liverpool,1,0,H,06-12-26,6,12,3,19,1,1,1,0,0,0,0,0
2006-2007,26/12/06,Bolton,Newcastle,2,1,H,06-12-26,6,12,5,23,3,1,1,1,1,0,1,0
2006-2007,26/12/06,Chelsea,Reading,2,2,D,06-12-26,6,12,11,27,4,0,0,1,1,1,1,1
2006-2007,26/12/06,Everton,Middlesbrough,0,0,D,06-12-26,6,12,14,22,0,0,0,0,0,0,0,1
2006-2007,26/12/06,Man United,Wigan,3,1,H,06-12-26,6,12,21,37,4,2,1,1,1,1,1,0
2006-2007,26/12/06,Sheffield United,Man City,0,1,A,06-12-26,6,12,28,20,1,-1,0,0,0,0,0,2
2006-2007,26/12/06,Tottenham,Aston Villa,2,1,H,06-12-26,6,12,33,1,3,1,1,1,1,0,1,0
2006-2007,26/12/06,Watford,Arsenal,1,2,A,06-12-26,6,12,34,0,3,-1,0,1,1,0,1,2
2006-2007,26/12/06,West Ham,Portsmouth,1,2,A,06-12-26,6,12,36,25,3,-1,0,1,1,0,1,2
2006-2007,27/12/06,Charlton,Fulham,2,2,D,06-12-27,6,12,10,15,4,0,0,1,1,1,1,1
2006-2007,30/12/06,Blackburn,Middlesbrough,2,1,H,06-12-30,6,12,3,22,3,1,1,1,1,0,1,0
2006-2007,30/12/06,Bolton,Portsmouth,3,2,H,06-12-30,6,12,5,25,5,1,1,1,1,1,1,0
2006-2007,30/12/06,Charlton,Aston Villa,2,1,H,06-12-30,6,12,10,1,3,1,1,1,1,0,1,0
2006-2007,30/12/06,Chelsea,Fulham,2,2,D,06-12-30,6,12,11,15,4,0,0,1,1,1,1,1
2006-2007,30/12/06,Everton,Newcastle,3,0,H,06-12-30,6,12,14,23,3,3,1,1,1,0,0,0
2006-2007,30/12/06,Man United,Reading,3,2,H,06-12-30,6,12,21,27,5,1,1,1,1,1,1,0
2006-2007,30/12/06,Sheffield United,Arsenal,1,0,H,06-12-30,6,12,28,0,1,1,1,0,0,0,0,0
2006-2007,30/12/06,Tottenham,Liverpool,0,1,A,06-12-30,6,12,33,19,1,-1,0,0,0,0,0,2
2006-2007,30/12/06,West Ham,Man City,0,1,A,06-12-30,6,12,36,20,1,-1,0,0,0,0,0,2
2006-2007,13/01/07,Blackburn,Arsenal,0,2,A,07-01-13,7,1,3,0,2,-2,0,0,1,0,0,2
2006-2007,13/01/07,Bolton,Man City,0,0,D,07-01-13,7,1,5,20,0,0,0,0,0,0,0,1
2006-2007,13/01/07,Charlton,Middlesbrough,1,3,A,07-01-13,7,1,10,22,4,-2,0,1,1,1,1,2
2006-2007,13/01/07,Chelsea,Wigan,4,0,H,07-01-13,7,1,11,37,4,4,1,1,1,1,0,0
2006-2007,13/01/07,Man United,Aston Villa,3,1,H,07-01-13,7,1,21,1,4,2,1,1,1,1,1,0
2006-2007,13/01/07,Sheffield United,Portsmouth,1,1,D,07-01-13,7,1,28,25,2,0,0,0,1,0,1,1
2006-2007,13/01/07,Watford,Liverpool,0,3,A,07-01-13,7,1,34,19,3,-3,0,1,1,0,0,2
2006-2007,13/01/07,West Ham,Fulham,3,3,D,07-01-13,7,1,36,15,6,0,0,1,1,1,1,1
2006-2007,14/01/07,Everton,Reading,1,1,D,07-01-14,7,1,14,27,2,0,0,0,1,0,1,1
2006-2007,14/01/07,Tottenham,Newcastle,2,3,A,07-01-14,7,1,33,23,5,-1,0,1,1,1,1,2
2006-2007,20/01/07,Aston Villa,Watford,2,0,H,07-01-20,7,1,1,34,2,2,1,0,1,0,0,0
2006-2007,20/01/07,Fulham,Tottenham,1,1,D,07-01-20,7,1,15,33,2,0,0,0,1,0,1,1
2006-2007,20/01/07,Liverpool,Chelsea,2,0,H,07-01-20,7,1,19,11,2,2,1,0,1,0,0,0
2006-2007,20/01/07,Man City,Blackburn,0,3,A,07-01-20,7,1,20,3,3,-3,0,1,1,0,0,2
2006-2007,20/01/07,Middlesbrough,Bolton,5,1,H,07-01-20,7,1,22,5,6,4,1,1,1,1,1,0
2006-2007,20/01/07,Newcastle,West Ham,2,2,D,07-01-20,7,1,23,36,4,0,0,1,1,1,1,1
2006-2007,20/01/07,Portsmouth,Charlton,0,1,A,07-01-20,7,1,25,10,1,-1,0,0,0,0,0,2
2006-2007,20/01/07,Reading,Sheffield United,3,1,H,07-01-20,7,1,27,28,4,2,1,1,1,1,1,0
2006-2007,21/01/07,Arsenal,Man United,2,1,H,07-01-21,7,1,0,21,3,1,1,1,1,0,1,0
2006-2007,21/01/07,Wigan,Everton,0,2,A,07-01-21,7,1,37,14,2,-2,0,0,1,0,0,2
2006-2007,23/01/07,Watford,Blackburn,2,1,H,07-01-23,7,1,34,3,3,1,1,1,1,0,1,0
2006-2007,30/01/07,Portsmouth,Middlesbrough,0,0,D,07-01-30,7,1,25,22,0,0,0,0,0,0,0,1
2006-2007,30/01/07,Reading,Wigan,3,2,H,07-01-30,7,1,27,37,5,1,1,1,1,1,1,0
2006-2007,30/01/07,Sheffield United,Fulham,2,0,H,07-01-30,7,1,28,15,2,2,1,0,1,0,0,0
2006-2007,30/01/07,West Ham,Liverpool,1,2,A,07-01-30,7,1,36,19,3,-1,0,1,1,0,1,2
2006-2007,31/01/07,Bolton,Charlton,1,1,D,07-01-31,7,1,5,10,2,0,0,0,1,0,1,1
2006-2007,31/01/07,Chelsea,Blackburn,3,0,H,07-01-31,7,1,11,3,3,3,1,1,1,0,0,0
2006-2007,31/01/07,Man United,Watford,4,0,H,07-01-31,7,1,21,34,4,4,1,1,1,1,0,0
2006-2007,31/01/07,Newcastle,Aston Villa,3,1,H,07-01-31,7,1,23,1,4,2,1,1,1,1,1,0
2006-2007,21/02/07,Everton,Tottenham,1,2,A,07-02-21,7,2,14,33,3,-1,0,1,1,0,1,2
2006-2007,21/02/07,Watford,Wigan,1,1,D,07-02-21,7,2,34,37,2,0,0,0,1,0,1,1
2006-2007,24/02/07,Charlton,West Ham,4,0,H,07-02-24,7,2,10,36,4,4,1,1,1,1,0,0
2006-2007,24/02/07,Fulham,Man United,1,2,A,07-02-24,7,2,15,21,3,-1,0,1,1,0,1,2
2006-2007,24/02/07,Liverpool,Sheffield United,4,0,H,07-02-24,7,2,19,28,4,4,1,1,1,1,0,0
2006-2007,24/02/07,Middlesbrough,Reading,2,1,H,07-02-24,7,2,22,27,3,1,1,1,1,0,1,0
2006-2007,24/02/07,Watford,Everton,0,3,A,07-02-24,7,2,34,14,3,-3,0,1,1,0,0,2
2006-2007,25/02/07,Blackburn,Portsmouth,3,0,H,07-02-25,7,2,3,25,3,3,1,1,1,0,0,0
2006-2007,25/02/07,Tottenham,Bolton,4,1,H,07-02-25,7,2,33,5,5,3,1,1,1,1,1,0
2006-2007,25/02/07,Wigan,Newcastle,1,0,H,07-02-25,7,2,37,23,1,1,1,0,0,0,0,0
2006-2007,14/03/07,Aston Villa,Arsenal,0,1,A,07-03-14,7,3,1,0,1,-1,0,0,0,0,0,2
2006-2007,14/03/07,Man City,Chelsea,0,1,A,07-03-14,7,3,20,11,1,-1,0,0,0,0,0,2
2006-2007,17/03/07,Blackburn,West Ham,1,2,A,07-03-17,7,3,3,36,3,-1,0,1,1,0,1,2
2006-2007,17/03/07,Chelsea,Sheffield United,3,0,H,07-03-17,7,3,11,28,3,3,1,1,1,0,0,0
2006-2007,17/03/07,Man United,Bolton,4,1,H,07-03-17,7,3,21,5,5,3,1,1,1,1,1,0
2006-2007,17/03/07,Middlesbrough,Man City,0,2,A,07-03-17,7,3,22,20,2,-2,0,0,1,0,0,2
2006-2007,17/03/07,Reading,Portsmouth,0,0,D,07-03-17,7,3,27,25,0,0,0,0,0,0,0,1
2006-2007,17/03/07,Tottenham,Watford,3,1,H,07-03-17,7,3,33,34,4,2,1,1,1,1,1,0
2006-2007,17/03/07,Wigan,Fulham,0,0,D,07-03-17,7,3,37,15,0,0,0,0,0,0,0,1
2006-2007,18/03/07,Aston Villa,Liverpool,0,0,D,07-03-18,7,3,1,19,0,0,0,0,0,0,0,1
2006-2007,18/03/07,Charlton,Newcastle,2,0,H,07-03-18,7,3,10,23,2,2,1,0,1,0,0,0
2006-2007,18/03/07,Everton,Arsenal,1,0,H,07-03-18,7,3,14,0,1,1,1,0,0,0,0,0
2006-2007,31/03/07,Bolton,Sheffield United,1,0,H,07-03-31,7,3,5,28,1,1,1,0,0,0,0,0
2006-2007,31/03/07,Charlton,Wigan,1,0,H,07-03-31,7,3,10,37,1,1,1,0,0,0,0,0
2006-2007,31/03/07,Fulham,Portsmouth,1,1,D,07-03-31,7,3,15,25,2,0,0,0,1,0,1,1
2006-2007,31/03/07,Liverpool,Arsenal,4,1,H,07-03-31,7,3,19,0,5,3,1,1,1,1,1,0
2006-2007,31/03/07,Man United,Blackburn,4,1,H,07-03-31,7,3,21,3,5,3,1,1,1,1,1,0
2006-2007,31/03/07,Newcastle,Man City,0,1,A,07-03-31,7,3,23,20,1,-1,0,0,0,0,0,2
2006-2007,31/03/07,Watford,Chelsea,0,1,A,07-03-31,7,3,34,11,1,-1,0,0,0,0,0,2
2006-2007,31/03/07,West Ham,Middlesbrough,2,0,H,07-03-31,7,3,36,22,2,2,1,0,1,0,0,0
2006-2007,14/04/07,Arsenal,Bolton,2,1,H,07-04-14,7,4,0,5,3,1,1,1,1,0,1,0
2006-2007,14/04/07,Man City,Liverpool,0,0,D,07-04-14,7,4,20,19,0,0,0,0,0,0,0,1
2006-2007,14/04/07,Middlesbrough,Aston Villa,1,3,A,07-04-14,7,4,22,1,4,-2,0,1,1,1,1,2
2006-2007,14/04/07,Portsmouth,Newcastle,2,1,H,07-04-14,7,4,25,23,3,1,1,1,1,0,1,0
2006-2007,14/04/07,Reading,Fulham,1,0,H,07-04-14,7,4,27,15,1,1,1,0,0,0,0,0
2006-2007,14/04/07,Sheffield United,West Ham,3,0,H,07-04-14,7,4,28,36,3,3,1,1,1,0,0,0
2006-2007,15/04/07,Everton,Charlton,2,1,H,07-04-15,7,4,14,10,3,1,1,1,1,0,1,0
2006-2007,15/04/07,Wigan,Tottenham,3,3,D,07-04-15,7,4,37,33,6,0,0,1,1,1,1,1
2006-2007,17/04/07,Arsenal,Man City,3,1,H,07-04-17,7,4,0,20,4,2,1,1,1,1,1,0
2006-2007,17/04/07,Man United,Sheffield United,2,0,H,07-04-17,7,4,21,28,2,2,1,0,1,0,0,0
2006-2007,18/04/07,Blackburn,Watford,3,1,H,07-04-18,7,4,3,34,4,2,1,1,1,1,1,0
2006-2007,18/04/07,Liverpool,Middlesbrough,2,0,H,07-04-18,7,4,19,22,2,2,1,0,1,0,0,0
2006-2007,18/04/07,West Ham,Chelsea,1,4,A,07-04-18,7,4,36,11,5,-3,0,1,1,1,1,2
2006-2007,21/04/07,Bolton,Reading,1,3,A,07-04-21,7,4,5,27,4,-2,0,1,1,1,1,2
2006-2007,21/04/07,Charlton,Sheffield United,1,1,D,07-04-21,7,4,10,28,2,0,0,0,1,0,1,1
2006-2007,21/04/07,Fulham,Blackburn,1,1,D,07-04-21,7,4,15,3,2,0,0,0,1,0,1,1
2006-2007,21/04/07,Liverpool,Wigan,2,0,H,07-04-21,7,4,19,37,2,2,1,0,1,0,0,0
2006-2007,21/04/07,Man United,Middlesbrough,1,1,D,07-04-21,7,4,21,22,2,0,0,0,1,0,1,1
2006-2007,21/04/07,Tottenham,Arsenal,2,2,D,07-04-21,7,4,33,0,4,0,0,1,1,1,1,1
2006-2007,21/04/07,Watford,Man City,1,1,D,07-04-21,7,4,34,20,2,0,0,0,1,0,1,1
2006-2007,21/04/07,West Ham,Everton,1,0,H,07-04-21,7,4,36,14,1,1,1,0,0,0,0,0
